id_perfil;clase;lugares
G43SSHOEUASKNF7YFULWZ2UDJU;Undetermined;none
G4EYTLTEOKB7WJIS3UOHIGLWWM;Non-USA;Halifax
G4F5LGYJ7I6GZJME4XAISTJMQM;USA only;Gainsville
G4UNXXC2UOR4CTTKQFAABYHSNI;Non-USA;Canada
G54DGQ74FD2RRAJY7VLHBMAKYE;USA only;Virginia
G5N7BHNCZKDQ7PDAUSZXJH3KSM;USA only;Michigan
G5OYT3FMXOSAXMQDKQZJO7P6XU;USA only;Virginia
G75LK623M35WZAFD73ZVWZHNJM;Non-USA;northwest england
G77U6XUOF4CZBGKI2EOF37KZMM;USA only;NY
G7S26EZO5UL2DWQP3HGP2HHOYE;Undetermined;none
G7WTYHCI7IY7OU6FJNWCFQCHUI;USA only;US
GACG7QP4Q5T263YZ67DXZWN2RY;USA only;Southern California
GAJPDR6NXCAX7F2MOUAFWHKBBU;Non-USA;Northern Ireland
GAUBBVTU4276AOOMBJMULJGY5A;USA only;Flint, Michigan
GBP3722OLEQZLZ2TWIMNX6QNIA;Undetermined;none
GE65I754BGYON2PU7VC7RZFORI;Non-USA;Brunei - Manila 
GEEWZ445YIQRT7V3BGTD4H5VRE;USA only;U.S
GEP2KXSM2GB732O6N6OGAL6HVQ;USA only;chi town IL
GETDCAYWR7CJVOGFNYXHI4BZC4;World;Illinois - Texas - Philippines
GEVNOBMCFER62PA6PIJ66E4WDU;USA only;Manhattan
GFM2EBA7FX3ONW67ZPYA53EAPI;Undetermined;none
GFQRJIJ4OAQRCWDEQ3HIAIKTWU;Undetermined;none
GFUL2QXXA4ZDYWGZQIWNHUGLK4;Undetermined;none
GGELVYYICUK5DVPHZNX4QNKUJQ;USA only;Fullerton, California
GGXJRZTXKUR6W23MO7RYVB7H7Y;USA only;U.S
GHOUSXXXKVJN67T26LGXSHNN7U;Non-USA;sweden
GIBZ3ZKMZGLSGIWRQPQIFMZWHE;USA only;Cedar Point Ohio
GIUNR7REGV5NM3TC45RG5ZBMYU;USA only;US
GJ2HNBGKY5K3WPVFOXGVILFOUQ;Undetermined;none
GJO43V2QWINZRT7I7ZIGGZFM3E;Non-USA;Tanzania
GJY564XIQ723Z4T76RFB5C746U;USA only;Knoxville Tennessee
GK2AIYC64PGFZBKMAWZDUUWJJQ;Undetermined;none
GKP3W5D2YQUGQLW7SVWN6SSJCE;USA only; Memphis, TN
GKXC7RCK3JL7P2XTMDDDA5B55I;Undetermined;none
GLB2QU6A2A3SMADH7MMJLY3PSI;Undetermined;none
GML27R4DWKBK4OFUMSQMYUXVI4;Non-USA;Panama
GMP44QPBWONONFFYRROJ3OLJRA;Undetermined;none
GNAX5DF2GV7QEO6NAHNMDFTGJA;Undetermined;none
GNEBUN3O44RIDUY6PMF2HUTSWM;Non-USA;Ireland
GOA6HTJZVELI4MJNHUK7IMEXU4;USA only;Missouri
GOU2GJGNHCW4WKSJXKY4KEYRK4;USA only;San Diego
GP7RPSOQXVUBVNVJ4K53NZVNDE;USA only;california
GQCAJQGZW2TG2ZD3BJZA4UYICY;Undetermined;none
GQD6LG3FIU2FCCBWJFHBZGAC3A;USA only;Utah
GQMUKR4726WMVXKHFYMFRZZMNQ;World;US - India
GRNGXZDIDTSSCVJVVV7LHA7GLU;USA only;Indianapolis, Indiana 
GTEQKCGOV33JUP2QEX7CVYPGQM;USA only;Colorado
GU5IPAUSEXHCUVRSKLMKORWBKI;Undetermined;none
GU6YVTRGQ7EV5HU6ZCDQJEKN4I;USA only;Hill, NC
GUCYX4QFY4T5X5BMOLYJNEJ7GE;World;south jersey - filipino  - puerto rican
GUVCR77UTDBV6IUHDDD7LUAGIM;Undetermined;none
GVMSD4F6V4T36UQVDQC7XOVUFA;Non-USA;Riyadh
GVROQU3KPIULFJFXSCTPDMUUO4;USA only;Vermont
GVTTQZIW7MSHNHA7KOLLTVMW3E;Non-USA;Holland
GXDJNTOWBMFPST4WF3KHEIKD6I;Non-USA;New Delhi,India
GXIRG7AM4ADRGL6Z6DQ7NZVDSQ;Non-USA;Germany
GXK6ZO47YFMSMHBFBG45T6X2K4;Undetermined;none
GXSXCBESDQNHZK6I6ONMESEW6Y;USA only;Texas
GY7SCCWSEQUWOLIYPBIMDJDMCU;Non-USA;england 
GYG2LKSW4OIV73UA3ILGL5U6I4;Undetermined;none
H23PWCCFQGA4QU5MYTSJFLT4LY;Non-USA;ARGENTINA
H36BUET3BC5QRSTSVQXJRC5O4Y;USA only;California
H3LJAUB75UBXSULBNNIBQUALVQ;Non-USA;New Zealand 
H3LT3RH3X2HPDLUESMLRMXQHCQ;USA only;South Carolina
H4QLSESAVG2D5SK3B5H5XHCZOE;Non-USA;Canada 
H6QQAAKZ5WZCRLFMXTAEZ4JTWI;Non-USA;british 
H6UORKSL4TJSXQM5Z645LOU7CY;Non-USA;Dublin
H6Y3XA4SLHC3SQIXHGZOBQVLCY;USA only;Los Angeles
H77666MAWW66REOCHWVDHTENVA;Undetermined;none
H77N7PUTCV65FWVYM43AAJYQJY;Non-USA;England 
H7HYW7I4M6DNGXVCAMNWAYZWV4;Undetermined;none
H7QRHPOTQUOD433MF2YQD5FLHU;USA only;california 
H7T6PLEQFUASOPIR7JFOB3ZWWQ;Undetermined;none
HAUWR5KYJLG4SPRVUBAPKB36AI;Undetermined;none
HBNLKKIIXAZYKURYHKAGJGYDJM;Undetermined;none
HCRQWHHOPRAPQAFN5OUEMLDJLM;Undetermined;none
HD756RZ6OQVGZWUOAZQP2AVESM;Non-USA;england
HE5KF2X6UQ4D3K6YEXG6ZG55P4;Non-USA;Ahmedabad 
HE6P3P2SGHXKK3KLWSHD5CIMMU;USA only;wonderful state of Texas
HEVZARIBURLUG5E3RE4TIZXQNQ;Undetermined;none
HFC3AZ4COI6QH5ZE2WAPFDF3XM;Non-USA;Roseville, MI
HFL7MAXC32QCTZIUUPPWFJCNMI;Undetermined;none
HFV5NMBOLDZPCSUDEDUI4YGT4M;Undetermined;none
HGEBOFXGJ56KLWIKMG4BRLVJ24;USA only;Pennsylvania 
HH2B3Q5UQPXGOLARNFGH3F3DUI;USA only;US 
HH4SMJP5JGNQ3WPXKB2EPUADW4;Undetermined;none
HHC7GFXIUHTG5PLI7Y46AVKOCQ;USA only; San Jose.
HIH76QGWIQSLQ2MJQQHFURYCGU;Undetermined;none
HJ7KHSGLKVWJRGCQQLGESEACDE;Non-USA;London
HJBLHWZKPSLTD6JSERSFVEJYRU;Undetermined;none
HJIOSPHFVDKI4SMWPR2QPJW2QU;USA only;United States
HJRQTMP7IRQPDCRMMXCAN74DX4;Undetermined;none
HJUDYOLRB4XR3UXLUF2KHPV74Y;Undetermined;none
HK6HE2KD47IAM4UCAHHAMCRDOI;Undetermined;none
HKWTTRZ5HJD4ERPHH4DA7UX5KE;USA only;Boston
HL2YLV34ZRACDRCZEILAF6GNUQ;USA only;California
HL4M2OYUSYYCETDGPL7DHBYRSQ;Non-USA;india
HLK5KNV7UMXZZC6ZL762J33JWA;USA only;Cali
HLOG7HQRIKOL7YLWDNEOYF6QHM;USA only;minnesota
HMAWK5MSPI5D6OAHUV4MEIRC4I;Undetermined;none
HO6UVSGTTT7GTNJXBXO4AXZFQI;Non-USA;Pakistan 
HOHJBLDPPHOQHLM5SGW3UV3OXM;Undetermined;none
HOWUCRW75NYH4NZWQ5UXDKTGYM;USA only;ny
HP2NWIMJS3FV2LG6ZALIODV63Y;USA only;colorado - san antonio
HQBJ3HJWF36JWADWMYW2UYLRIE;Undetermined;none
HQGYOC7BKAK7BXF3GO3LK6UXDE;Undetermined;none
HQLFXDFFMQT6I7GTIUFQQIAEHQ;Undetermined;none
HSG7CORMQPX3GG2FKTFI2FSVZI;Non-USA;manchester uk
HSTB5W2UW5IRGTEXMBKLQNWRFY;Undetermined;none
HTSSUQFKON3MTX2TONNQVKMLSA;Non-USA;WA Australia
HUHR372K36NUYPEPLVNSRHMQVE;Non-USA;Heathrow 
HULPNA3EHE627IJU763OSORA2I;Non-USA;Paris
HV3BGYA2E43JQEW3PQJDMRW5KM;Undetermined;none
HWRZMNT3NZSBYUJ4GNHOFCIW2A;Undetermined;none
HWTYZXYWXLKJXOGWIQTSWHOO7Q;Undetermined;none
HZ477EIJOLWYR4MSEWYIBEUXRE;Undetermined;none
HZCJVS5K5NHQARUP27DA2FC2Q4;Non-USA;wales
HZS4SANDBU5GVFG7YZ4LDWTIUI;Undetermined;none
I2U55WXHD37NS4RWIEVGEHMBTE;USA only;Los Angeles
I3OT7OEQRXA2AXLOMG5V56PHH4;USA only;Chicago
I57PBQHJTK4LGX4G75ZM64PLBE;USA only;chicago
I5QIUH5I66RK6U6GIXIULWAZHI;Undetermined;none
I6GGMQNYSJH4JNO26VXLQ6IHKY;Non-USA;Melaque, Jalisco -  Mexico 
I6PHHDTS7RQOIREOHHQGRG5U4A;USA only;Alabama 
I6XNQQIPA43IBZCSD2IV7MTZ2Y;Non-USA;United Kingdom
I73H534CPKTTGCTIGUY56KORCU;Undetermined;none
I7JQNKOBC4CXGH77E2D55T7AME;USA only;Chicago
I7ZPYJNWL7NQMUMMNMLCBRSU2A;Non-USA;Panama 
IANEUCGVXRHBCAUXFDLV6LZ74M;Non-USA;toronto
IATJNVRJHFVDFU42NU32Q2EQRQ;USA only;SOHO
IBVEZIGECOWTLXWUAX3HA74BNY;USA only;FLORIDA
IC4RSRFYDONQE6RSQUSGXXLYDE;Undetermined;none
ICCCWI2NGNWOTZID5MUP4DCVWY;USA only;New York
ICGRWC5PXXMJEFHEMFNDT2LIUA;Undetermined;none
ICRMC2EIR6DEMWNHGPASUWENOI;Undetermined;none
IDMHVP3TQJRFG7AX3TLCN4XJJE;USA only;United States
IDOHLFMJRZS643AFUT2MOOCKDM;Non-USA; Perth, Western Australia
IEDJXEIDLR7JSJPDFYN4UKM2S4;Undetermined;none
IEPBPVPYEJL3GLCIC5V2OHGOZE;USA only;dallas 
IFDHFZRJSVZP5MKM7YSS7D5HOU;USA only;Florida 
IFMKJIYLQQBDPIYO66IYJHDLXA;Undetermined;none
IG55DOQB5LMUIAU34RQXZAPGLE;Non-USA;London 
IGOFT5KHLPRDBLU27NY7K7TLC4;USA only;new york
IGWV65NDOQHEVHNEFUQBZAS7EQ;USA only;Dallas, TX - Colorado Springs, CO
IH6PWTX433XWQSK25LE5K7ZKCQ;USA only;Tennessee 
IHAJRSDTQ6FNX5JJBVHGA7X6ME;USA only;Tennessee 
II265YGATEEJL7WSNJZEESYGVM;USA only;Lexington, Ky
II44Q6DN5HX5B7KO7ALNZN25DU;USA only;port saint lucie - miami
IJV3RQB5PILU5Z5PA5WDWPAGRA;USA only;Columbus, Ohio
IL4SK7H5L3ARMTZHPRWFLQSFGY;USA only;Boston
IM4WMXEMHD6AXAHXHN4X2Y7ENA;Undetermined;none
IMSH2R7Z7CEDC7RFZ3LUG2ZXNI;USA only;san antonio texas
IMWFQVKGIRN7BW6N6V4YCHVH7A;Non-USA;New Zealand
IMXG4A2EY4AJGDK24VWYK4UX7M;Undetermined;none
IMZS7UOQR3BPBCA52Q6PT6YOW4;Undetermined;none
INENQ6YFSENY2SC556RYCLON6I;Undetermined;none
INMF5SD3VD7IC7S3CMSMPDGYY4;USA only;San Antonio Texas
INOVQ6VYQUCKCBP4RH6G4IT4NU;Undetermined;none
INSBSYLWHFTMXBWP5RZIGDNFOY;USA only;Indiana
IO2753TCSPMQJBF3VOMA5XT7UA;USA only;USA
IOKPRKASWSELGPNWI3O27AIN5E;Undetermined;none
IORM2JNH77JS46KGCHCZUAUTFQ;USA only;Buffalo 
IOU4BLQSFLBC7VVZVY7K2SK2AU;USA only;L.A
IP3MLFB2GJOXSDZLI5STMDKVYA;USA only;california  - alaska
IP7QI5M2LNZZT7T4MM6JL5VQ2M;USA only;louisiana
IPEEQLWZK54L4EEIGQQYKJ5DNA;Undetermined;none
IPLAIT5QG2PFDITPGFPLYUOTMM;Undetermined;none
IPNKRK5J2OKRECHQS2J2VZAD3A;Non-USA;Glasgow, Scotland
IPUS6MHIWFEAZB7XAJTCU62TAA;Undetermined;none
IQKG2MJPA4QQBQ5ZK3F5ZZIRNU;Non-USA;australia
IS4KBAO6XZ5R52LE6GLQTXCQOI;USA only;US 
ISLJANS5SUYTJ6TPTLJH2VRXIE;USA only;Kansas - Hawaii 
ISOA2FQVBNZDMJQV74A6C4IGF4;Undetermined;none
ISUQHBXXVZXONCHOF6NPLOKUEE;USA only;New York
ITFUJHV55DTBS5EBDWAIFVCRWM;USA only;Alaska 
IUFCK3ADVTB56RN74OUXWXQUQM;Undetermined;none
IUOQFLRFEQSZ63KJ4RVV4UB3NM;USA only;Birmingham, AL
IVCGIA5SUYSCIM7KMZKKVUGZTU;Undetermined;none
IVE3RPNFIHOQNESGI6KQRQUPCU;Undetermined;none
IWEGMXHAWIKAUPOMPWM3X5PM5E;Undetermined;none
IWPGK3SZWC23BH6B6LOGGB5SLY;Non-USA;NZ
IXILTHOP24H2RM5UYUCQHQTPZQ;USA only;Hawaii
IXO5QEQDF6TIEVKPY4TLGYN6EE;USA only;Oklahoma
IXYM2F36FM5KJSRJVANLGS2PNQ;Undetermined;none
IZBNNTFBTVQPG63D2H2IQW2ZLM;Non-USA;Leeds, England
IZJJYMAFA2Q5KSBPYPNLGWG5JI;Non-USA;Yorkshire, England
IZKA5MSX3DABVQFCJDZFI52EIE;USA only;San Diego, Cali - Madison, WI
J2VCRIRXA3AQJVZXFT4YZPOTSQ;USA only;New Mexico
J3EA6ONGEP6V5LHAGAILBAIF34;Undetermined;none
J45DVUSVSXSAKGRUESCZ4ZA2LQ;Non-USA;philippines
J4K5BYBRGNQATPL37MVQYQJDPI;Non-USA;Ireland
J5B3VAXEWZGBDJQG4P23V7IC4M;USA only;Orlando, Florida
J65U4IIKVE5YMQ4CC6ZXA6E25U;Undetermined;none
J6ZBSXK4FXKVR2P6P743OUX4Q4;USA only;Juneau Alaska
J7H3PRWSJCRNBFCQ226WYRUZJE;Undetermined;none
J7MJN7BTMJ6AIRY3TKML6GL664;USA only;eastern PA
JBIZC2Z7OYBZYE3UUR3RMUEFCI;Non-USA;Ontario CANADA
JDK3H35VYMXVE4SHG3RWVDBWMQ;Non-USA;UK 
JDQKIF7VEQQD5BSOTCLPGAYDY4;Non-USA;wales
JF2Q526SHJ2LEZGMMEYYBV32EQ;USA only;Ellensburg, WA
JFQERJEWIBLGVUTKBOIHIZ6IRM;USA only;San Diego, CA
JGCNE6GXONBGSF3ODUSTHAVFAI;Undetermined;none
JGD3TS4B4HH6P72AYKGFIOXEDE;USA only;Tulsa, Oklahoma - San Diego California
JGNGZYTU4N4OOEYBEIE5UOTN2Y;USA only;Delaware
JH7F2MCUQM3TFH2N7KRV5ATAI4;Undetermined;none
JHEX3OA7LZL4SG3CZLQM2Z6E7I;Undetermined;none
JICYJMBJZ3FMSHED42LSCIZBMQ;USA only;Arizona
JITEOXIGBR2TMKRJ455DYLIMRY;USA only;Texas
JJEO2GOJMTLJQ46TBYHNHTKHUI;Undetermined;none
JK453ROFNSWBCDGU4NETWKMWOM;Non-USA;kerala, south india - sharjah, united arab emirates
JK6SQGERUB7HBN5XTE3365YU6E;Undetermined;none
JKCEUTPC3XFZAX37CY23HJBZDM;Non-USA;England
JLWLYMN3FXSHCV2KJE4ES4A3GI;USA only;Kentucky
JLYEAVHE5YX2GR2OVZDI4GYQSQ;USA only;Detroit Michigan
JO7OEEQU2Z6EZT5QTIXT7LUKII;USA only;San Diego CA
JOQBZTN6QCCMBANMXFPSNBDWQM;USA only;Louisville, KY
JOVGGEYXR3AAVI262TBYOBICSE;Undetermined;none
JP2GGJVT52VKRVADYGN6RUZ6T4;Undetermined;none
JPIJI7NTS2W4L3VMCJEMOBPW34;USA only;Antelope Valley in California
JPL52LYAF7UJKYI2DGNBTE4WSI;Undetermined;none
JQOBZAUOZMY45I7F7EPFOIRSGA;USA only;Orange County
JQQ5MJADTE2AYCO5USTF7DN4FY;USA only;Michigan - California
JQRUAHVS75F6F2EVBCDLA5SAOA;World;Texas - UK
JQZPEJYA6CF4W6DFDNJH6YGL74;USA only;Des Moines , Iowa
JR3WZNXUAQXGUSGNOA4E3ME5KA;Non-USA;Canada
JR7SDBX6F3E2XDVEDBPJSM6W3M;Undetermined;none
JRHYJ4GFQJFOQYWOTTQ35XBIQI;Undetermined;none
JRQMM26PINYO2VHE6ZZ4SJIF4M;Undetermined;none
JRSIFALLROTECSO56QW46XHLDE;Undetermined;none
JRXJ7C47EFYMQXMEDV2MCVBPD4;Non-USA;Spain
JSPRVLWLTIQU3T5WPVNBXUT5FM;USA only;Pittsburgh
JT75LNVT23DWLTT7ZIXXWD4BYM;USA only;Illinois
JT7CC4HUWLD23E746N2EX3EAHE;USA only;nc
JTFFOG5ANBHOGGD2NJUAJNV3Q4;Undetermined;none
JTTBT3CMZWG7OACE3YPNBWXEMU;USA only;Northbrook, IL - Chicago 
JUF3OKP2YMNSJBW4Q65TQGG3OQ;Undetermined;none
JV2NZCFFBS6THNJ2RZVA4MK73M;Undetermined;none
JWC2NB6DQTCMS7BQLXSCKQYXYQ;Non-USA;Australia
JWDLE3PKAMMAES3F4DBSY57Y24;Undetermined;none
JWILJYDHXXNNWAEJGBO3CKLCNI;Non-USA;Vietnam in Ho Chi Minh City
JWK7OMMUDNTC6IW6KNUZOA6R3I;Non-USA;Egypt
JXMZH2VFGBPM7EIDOURLI6MSNE;USA only;Southern California
JXWSBXM2BQ2ZDOSXS36TFORBII;USA only;Alaska
JXZDARQWCKI2KYQ3B3H4ZQJKNA;USA only;Southwest michigan
JYRQZJI7JVAJL5GNQA3EIOO6XU;Non-USA;Florence
JZMOGCTUV7VHXPWHZ23STZMQUI;USA only;Los Angeles
JZV3QU2OJOGCCXPXUB3627T2AI;USA only;houston texas
K2Q4YBSPUDDF7YYMTBMN6JLNOI;Undetermined;none
K2WWYY5FPDSLYC3TUL7N3FDYGM;USA only;Chicago
K37S4HBJZZOETJPK6YRSR35CEQ;USA only; Beverly Hills California
K3HYVMVSUZZEDW43EU2BKPDD44;USA only;Kentucky
K4I3CJ764OK4P5UXO7QH26CSII;Non-USA;australia melbourne
K4UXAALD5UPWWIMXPTO22FYV2Y;Undetermined;none
K53PTTTAILJGH76WCBSYWS6AB4;Non-USA;Japan 
K5MJPIXHLSKZTIUFL4VTC4KEOA;Non-USA;india
K5OSSPVWGVAUO2GPJLYLEWBY6M;USA only;U.S
K66TOLIS7SX3DCAIWVDM7IK3I4;Non-USA;London,UK
K6LIA6DJULZMPNV3IGDAWGBUSI;USA only;California 
K6UXQUHRUEJZV7ADPO75LJP7RE;Non-USA;sydney
K7L6EUMHPAFFINKMBTKRAY4H7A;Non-USA;Ontario, Canada
K7LSNPJTJKYJOLIIZTB25M5UBY;Undetermined;none
K7OQUWWKGSSG7AJZZZCGAD4L5A;USA only;Chicago
K7U4JS2GK7YBN6P4SF6ZXQKIGQ;USA only;San Antonio Texas
K7ZKW5XCEVAWFAHIQZGBR2AVB4;USA only;alabama
KAFM5XEJGCW72UUAJ4SDO7OF4E;USA only;chicago 
KAIIOZ42Z6TNADCG6DIKQMICS4;USA only;FLORIDA
KAIQGCME3OKRB454SQDWZBF62A;USA only;Kennedy - Tennessee 
KBEPSCWFHCXC4YJ2ZIGWZSE2KI;USA only;Indiana - Kentucky 
KBSHLFXDZIM47X4AEPLDQKJRH4;USA only;NC State
KBZXUKXEQBNMOHMTHCYRAZJCLI;Non-USA;Dubai
KCKHEDYCZE45CFRL6FQU63XREE;USA only;Kansas 
KDR577COD6X65QUZVQTCH4B2ZQ;Undetermined;none
KECP5SJIWOMUOAAUGY7UF46ZGU;Undetermined;none
KEWHTN3FLOIBTVMGGPWNI25S7I;Undetermined;none
KEXI4GQ4UO6CGVN76NEI2RFV3E;Undetermined;none
KGHPW7HPQBSH33DKYOCZKL7MCQ;Undetermined;none
KGZ3MX3LQ37SWJ5AVTBZS5HHTU;USA only;Chicago 
KGZWAR4HF6X7HDGNJWBHW7SMMQ;USA only;Portland, Oregon
KHAHY2ANFNUPNDBLJAV5KVTBYY;USA only;Mesa, Arizona
KHINWJGDD5BZMH5CXNKBFMG2IQ;Non-USA;London
KHKGDDX22TCS2DFQJVP57RGITY;USA only;Montgomery,Alabama
KHQLAL42PP35GFL73ZXNXC7VVY;Undetermined;none
KHVB2KG7PEKDRSTLVLHB3Q3AE4;Non-USA;kuwait 
KI427EZIWLNRCBN4FMCQUTE7FQ;Undetermined;none
KIA3ERBNWWM4RCFJ63DGITSAV4;USA only;California
KIFM3JCU5TJFZQTYRYAZTNAZIA;Non-USA;Leicester,UK
KJ3U3UZDVY6OZ2EME5FD74LK7M;USA only;Pittsburgh, PA
KJVN4LWM2E55OBIQDEW6E27RA4;Undetermined;none
KKP25KGJ27RSS6EOZBHCNM6GM4;Non-USA;Northern Ireland
KKV7XUPNQI3VPM2W2HWLQ4FXJI;Non-USA;Toronto 
KNC5N6JCOX4TW347CRIJVWXGPE;Undetermined;none
KODRF3MD42EG4AKYWIVTYFTCAI;Undetermined;none
KORZC5BZ5CAMXL6I5WAI7ZLCUE;USA only;virginia
KOVATF4IUTXYG2GYBUY4IGJ5PU;USA only;US
KPTTMGZV4MP5VKHZVNOH5A5374;Undetermined;none
KQGXROULUO6SQJ42YPG65NLJUI;Non-USA;England 
KQOAQKAQSIZXYLA6T23HEESKPM;Undetermined;none
KS3OI7RQHTFESWNDLAWLWDDWBA;Non-USA;Wollongong, Australia
KSPQTXIQETVSX2UO4A6KU77ZNI;Non-USA;Puerto Rico
KT4UX5XV6MZIVZ6VGVRWQPREYI;Undetermined;none
KTPODTW62VSE256TFLU6EG5VS4;Non-USA;Athens, GREECE
KULOYTNFKJL6JYK647Y2PMOEA4;USA only;wichita, kansas
KWJ7QO3DFSVLJPO55IVNNNHL5Y;USA only;US
KWOUXXYCZFSUQV32RIZGMUOYXE;Non-USA;Birmingham - Brighton
KWQEZFHQF43HL5IAWOTZLFJIL4;Undetermined;none
KXJ55VQGOADQPEUQB53N2QCRJM;USA only;Kansas
KXSTNLI5R5XSREHJEGUWN6HYLE;Non-USA;South Korea
KXUXXOY2XPBHEPPWPOPRJZ63FU;Non-USA;Bangladesh
KZ4DMU5W3BBK3VDCGBKJQWFS4I;Non-USA;india
KZCSTYRJHMEGQPONZHDHOQICXM;USA only;Ohio
KZR2CKGFKFYJHD4BSKEXOLMVQ4;Non-USA;Cebu, Philippines 
L24OBQPFYZPOUYZPVHB7OSQG6I;USA only;New Jersey
L2A4NUEBVFTUFYD7WAHUH2F2J4;Undetermined;none
L367GBIVIQGOCJRZFMOT23RN3M;USA only;Houston
L4EOCLJKJL3Y37AILSZLNYLGBI;Undetermined;none
L4GOGTGQSZSF2JXYFP4LPAIWZQ;USA only;Austin, Texas
L4TGB6VSN37QCITURTNI6DYTUQ;USA only;new orleans louisiannaa
L4XIQWWIPROSTNHGR5HAXN6ENM;USA only; glasgow
L5TQIACMH4M2CEWDML5V3FHQMI;USA only;United States
L5UAA7VFBIEP7WOOKLKDUEQNTQ;Undetermined;none
L6LDCOB26LC7MXEJBA4HVNP4SQ;Undetermined;none
L7KW4L4FQFLSGVTMX53TTALS2Q;Non-USA;Indonesia
L7QCCHI5QJKARBWKWIBDGSYGCY;Undetermined;none
L7RLWOJ7NYLQHKXKP57MWZ6E5E;USA only;Hollywood ,California
LAGK3VUYTOPLPD3W7LTQKFIUMA;Undetermined;none
LATHZLMI7DGDUJMY5SL7CBUI2M;Non-USA;Drumheller, Alberta, Canada
LBM2BNQUF733C4JG3IXBU7HWZI;Non-USA;Toronto Canada
LBY65Z33ZSK7L6GJYKHAESVTKY;Non-USA;Philippines 
LCYCEW3QEKEUCL3W5KAZDUMFRE;Undetermined;none
LDXWVFYETYA42MXRR5Q5YBXDNE;Undetermined;none
LEBYNCWDA3FHQVI6SW6CZGZPAM;USA only;fayetteville
LEH6E4MCFKH5CZQ76DG57W37D4;USA only; Cordele, GA
LERVRPXJAYYWIEYDNMENU6KC7E;USA only;LA 
LGGZ2LSUPB5MVD25T2ST4OB5CA;Non-USA;Australia
LGJY2MEPBOCLTMQ3CUFNZF3Y5Q;Undetermined;none
LGUNHPV7BXQ7NGCT6JH5AZONIU;USA only;Michigan
LIIM33ZHKZJWEVG4GSV2VQQFHA;Non-USA;London
LIPUMRPFXEVMNGDU56V6CBOMVQ;Undetermined;none
LIRFI26RATD3K4WWKAK3KCOFA4;Undetermined;none
LITLOUQYDCBBON6LO3CYVIDDQ4;USA only;Chicago
LKTGR56VBVEVN6HOO3VUITHRVQ;USA only;Atlanta Georgia
LLBPDML5X7WCXGFJ4P325IELZY;USA only;california 
LNZYBVLTDCBAZZANPSYZZ35EDY;USA only;Utah
LOG7OBXFZ7KB24J22CET6PN4XU;Non-USA; Toronto, Canada
LON6UBDZQY4RPVYAKOJEXNAEEI;USA only;San Antonio,TX
LPSKBQ5P776SP2R34F4PUH5PK4;USA only;United States
LPZTZWZ2GRGUMKMQ7WVCXEVMX4;Undetermined;none
LRRGAWIWYPXZ4CPS4P5YWKF26Q;World;Costa Rica - US
LS2WSEBW4G2TUH73CYEXDGRJHA;Non-USA;Scotland 
LSE3E2BUH4774T5Y6B7I72T2LQ;Undetermined;none
LSSWGJV7UQU57EF63MZZYIZN4Y;USA only;Milwaukee, Wisconsin
LTEJDLNSQXHM2W6VRHS2TUAOXA;Non-USA;egypt
LUB75KV7XKQHNWLARRQHLQQBCM;Non-USA; U.K. -  Israel -  Australia - New Zealand - Bahamas - South Africa.
LUUDXWTGQZAWH2YGW5XTPJ23NE;Non-USA;puerto-rican - philipino
LVEA27TJDMLGRXATBE77ABHWHE;Non-USA;Scotland 
LVHFF2CVZ7EMJCCZ6FS3ZPS7NI;USA only;Chicago 
LVHHVNB44X2BH52K3RQ7X3XVEQ;USA only;Long Island
LWAFFUIIHZSTKWGFA2IUW6IEDA;USA only;US 
LXKUWCORA6A3EHEO5Z7W7OSINA;Non-USA;India 
LXQLIO4DUS6Q4Z3MDWCJ4B7C5A;USA only;florida - california 
LXURNB2PC4VU233L2YTZ7IMFQE;Non-USA;Switzerland
LYK4VU7PJJMEJ36RAESYBOKWYI;Undetermined;none
LZOPUWVZSQIULFXXW4OHCKIMVI;USA only;Va
LZT7ZBYN7NNWQPG7UZJZ3YYLU4;Undetermined;none
LZTRYIC7AHGM54I4X3SFM4L3QY;USA only;Chicago
LZUQR6RPKLKUTXS3DEKUSIS5XE;Undetermined;none
M2F552UWENFJGQQ7SD6N5EF6M4;Non-USA;south of Ireland
M2U7ZX5WSYZMPZ67TV7VHLO574;Non-USA;Philippines
M34PP54GFCVEKP32B3OXTFNBXE;USA only;New Hampshire
M3R5MT63JI6JMK2K6MZD56452Q;Undetermined;none
M3YJVHY6KEV3SPBTCO7RGWBQGY;USA only;Orlando, FL
M4SK2TPMGTDFSXWN66ZUFZIM4U;Non-USA;philippines
M4SNFFB2C2QMRRYB7MSFXIRSSU;Non-USA;Scotland
M4XEOFFMZUQEGTOJCVEPUTQADE;World;the States - Pantanal River in Brazil
M544PZSEIR2KMFMUW3SQRBDFPI;USA only; Houston, TX
M5WRMWZJWGFAG3VTSISRJ7UXJY;USA only;Louisiana 
M6VYAYTJBQ3VPWKGV3PTDU36MM;USA only;Missouri
M7F74TMC2U2AYC5HR5IT5BGWHE;USA only;milwaukee
M7ZQM56CPHLK4J25TGKFFKA2RA;USA only;california
MAGCRRG46566OBPD4Z7YVNDBIE;World;Texas - Virginia - Turkey - Arkansas - Illinois - Louisiana  
MCKSW7QRVIAIW6ZDKC3ASFPFXQ;Non-USA;Lanzarote in the Canary Islands
MCYYUBYD4CSSFAB3DHWEWALNRE;Undetermined;none
